prop_comfortable,prop_okay,prop_just,prop_difficult,location,label,population_name,metric_type,housing_tenure
0.05,0.06,0.09,0.81,113,all_mortgage_11_3_Kids_No_TCC_400000,Kids,No_TCC,all_mortgage 400000
0.07,0.09,0.12,0.73,0,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0,0.03,0.02,0.95,1,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.09,0.12,0.14,0.66,7,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.03,0.03,0.05,0.89,13,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.06,0.08,0.11,0.76,17,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.16,0.17,0.15,0.52,19,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.06,0.08,0.1,0.76,23,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.23,0.2,0.15,0.42,25,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.14,0.16,0.15,0.56,29,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.21,0.2,0.15,0.45,31,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.92,37,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.12,0.14,0.14,0.61,39,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0,0.02,0.02,0.96,41,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.13,0.15,0.14,0.58,47,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.9,55,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.03,0.03,0.05,0.89,59,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.04,0.06,0.09,0.81,61,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.07,0.1,0.12,0.71,65,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.06,0.09,0.11,0.74,67,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.09,0.12,0.13,0.66,71,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.9,73,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0,0.01,0.02,0.97,75,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.09,0.12,0.13,0.65,77,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.01,0.02,0.02,0.94,79,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0,0.02,0.02,0.96,81,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.92,83,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0,0.03,0.02,0.95,85,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.01,0.03,0.03,0.94,87,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.12,0.15,0.15,0.58,89,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.05,0.07,0.1,0.79,95,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.03,0.03,0.05,0.89,97,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.16,0.17,0.15,0.53,99,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.27,0.21,0.14,0.38,107,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.04,0.04,0.07,0.85,111,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.04,0.04,0.07,0.84,113,all_mortgage_11_3_Kids_No_TCC_300000,Kids,No_TCC,all_mortgage 300000
0.05,0.07,0.1,0.78,0,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,1,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.06,0.08,0.11,0.74,7,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.9,13,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,17,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.11,0.14,0.14,0.61,19,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.04,0.05,0.08,0.83,23,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.14,0.17,0.15,0.55,25,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.09,0.12,0.14,0.65,29,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.13,0.16,0.15,0.56,31,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.03,0.93,37,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.08,0.1,0.12,0.7,39,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.02,0.02,0.96,41,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.09,0.12,0.13,0.67,47,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.03,0.92,55,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.91,59,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.04,0.05,0.07,0.84,61,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.06,0.08,0.1,0.76,65,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.05,0.06,0.09,0.79,67,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.07,0.1,0.12,0.72,71,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.03,0.92,73,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0,0.03,0.97,75,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.07,0.1,0.12,0.71,77,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,79,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.02,0.02,0.97,81,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.03,0.93,83,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.02,0.02,0.96,85,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,87,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.08,0.11,0.13,0.68,89,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.04,0.05,0.08,0.83,95,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.9,97,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.11,0.14,0.14,0.61,99,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.17,0.18,0.15,0.51,107,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.03,0.04,0.06,0.87,111,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.03,0.04,0.06,0.88,113,all_mortgage_11_3_Kids_No_TCC_200000,Kids,No_TCC,all_mortgage 200000
0.04,0.05,0.08,0.83,0,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,1,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.05,0.06,0.09,0.8,7,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.92,13,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.04,0.05,0.07,0.84,17,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.08,0.11,0.12,0.69,19,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.03,0.04,0.05,0.88,23,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.09,0.13,0.14,0.65,25,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.07,0.09,0.11,0.72,29,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.08,0.12,0.13,0.66,31,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.01,0.02,0.03,0.94,37,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.06,0.07,0.1,0.76,39,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.01,0.02,0.97,41,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.06,0.09,0.11,0.74,47,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.01,0.03,0.03,0.93,55,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.02,0.03,0.03,0.92,59,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.03,0.04,0.06,0.88,61,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.05,0.06,0.09,0.8,65,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.04,0.05,0.08,0.84,67,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.05,0.07,0.1,0.77,71,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.01,0.03,0.03,0.93,73,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0,0.02,0.98,75,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.06,0.08,0.1,0.77,77,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.03,0.02,0.96,79,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.01,0.02,0.97,81,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.01,0.02,0.02,0.94,83,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,85,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0,0.03,0.02,0.95,87,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.06,0.08,0.11,0.75,89,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.03,0.04,0.06,0.87,95,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.02,0.03,0.03,0.92,97,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.08,0.11,0.13,0.68,99,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.11,0.14,0.14,0.61,107,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.9,111,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.91,113,all_mortgage_11_3_Kids_No_TCC_100000,Kids,No_TCC,all_mortgage 100000
0.2,0.2,0.16,0.44,0,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.01,0.03,0.05,0.9,1,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.32,0.21,0.14,0.33,7,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.04,0.08,0.11,0.76,13,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.14,0.18,0.16,0.53,17,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.46,0.2,0.11,0.23,19,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.24,0.19,0.15,0.42,23,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.65,0.15,0.08,0.13,25,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.42,0.21,0.12,0.26,29,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.59,0.17,0.09,0.16,31,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.03,0.06,0.09,0.81,37,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.36,0.21,0.13,0.29,39,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0,0.03,0.03,0.94,41,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.4,0.21,0.13,0.27,47,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.04,0.07,0.1,0.79,55,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.04,0.08,0.11,0.76,59,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.09,0.14,0.14,0.62,61,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.19,0.2,0.16,0.46,65,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.17,0.19,0.16,0.49,67,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.26,0.21,0.15,0.38,71,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.04,0.07,0.11,0.78,73,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0,0.02,0.02,0.96,75,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.26,0.21,0.15,0.38,77,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.02,0.05,0.07,0.86,79,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0,0.02,0.03,0.94,81,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.03,0.07,0.1,0.81,83,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.01,0.02,0.05,0.92,85,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.02,0.04,0.06,0.88,87,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.42,0.2,0.12,0.26,89,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.12,0.16,0.16,0.56,95,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.04,0.09,0.12,0.75,97,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.42,0.21,0.12,0.26,99,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.67,0.14,0.07,0.11,107,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.07,0.12,0.14,0.67,111,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.08,0.13,0.14,0.65,113,all_mortgage_11_3_Hisp_TCC_400000,Hisp,TCC,all_mortgage 400000
0.13,0.17,0.16,0.54,0,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.01,0.02,0.05,0.92,1,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.19,0.2,0.16,0.45,7,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.03,0.07,0.1,0.8,13,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.1,0.15,0.15,0.6,17,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.31,0.22,0.14,0.33,19,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.13,0.16,0.15,0.56,23,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.45,0.21,0.11,0.23,25,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.27,0.22,0.15,0.36,29,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.4,0.21,0.12,0.26,31,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.02,0.05,0.08,0.85,37,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.23,0.21,0.15,0.42,39,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0,0.02,0.03,0.95,41,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.26,0.21,0.15,0.38,47,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.03,0.05,0.08,0.83,55,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.03,0.07,0.1,0.8,59,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.07,0.12,0.14,0.68,61,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.13,0.17,0.16,0.54,65,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.11,0.16,0.16,0.57,67,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.17,0.2,0.16,0.47,71,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.03,0.06,0.09,0.82,73,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0,0.01,0.02,0.97,75,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.18,0.2,0.16,0.47,77,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.02,0.03,0.06,0.89,79,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0,0.02,0.03,0.95,81,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.02,0.05,0.08,0.85,83,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0,0.03,0.04,0.93,85,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.01,0.03,0.05,0.9,87,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.27,0.21,0.15,0.37,89,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.08,0.14,0.15,0.63,95,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.03,0.07,0.1,0.79,97,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.29,0.22,0.14,0.35,99,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.48,0.2,0.11,0.21,107,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.05,0.1,0.13,0.73,111,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.05,0.1,0.13,0.72,113,all_mortgage_11_3_Hisp_TCC_300000,Hisp,TCC,all_mortgage 300000
0.08,0.14,0.15,0.63,0,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0,0.03,0.04,0.93,1,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.11,0.17,0.16,0.56,7,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.03,0.06,0.09,0.83,13,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.07,0.12,0.14,0.66,17,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.2,0.21,0.16,0.43,19,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.07,0.11,0.13,0.68,23,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.29,0.22,0.15,0.35,25,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.18,0.2,0.16,0.46,29,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.26,0.22,0.15,0.37,31,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.04,0.07,0.87,37,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.14,0.18,0.16,0.52,39,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0,0.02,0.02,0.96,41,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.16,0.19,0.16,0.48,47,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.04,0.07,0.86,55,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.06,0.09,0.83,59,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.05,0.1,0.12,0.73,61,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.09,0.15,0.15,0.61,65,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.08,0.13,0.15,0.65,67,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.12,0.17,0.16,0.55,71,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.05,0.08,0.86,73,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0,0.01,0.02,0.97,75,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.12,0.17,0.16,0.55,77,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.01,0.02,0.05,0.92,79,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0,0.02,0.02,0.96,81,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.04,0.07,0.88,83,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0,0.02,0.03,0.94,85,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.01,0.02,0.04,0.92,87,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.16,0.19,0.16,0.48,89,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.06,0.11,0.14,0.7,95,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.02,0.06,0.09,0.83,97,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.2,0.21,0.15,0.44,99,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.31,0.22,0.14,0.32,107,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.04,0.08,0.11,0.77,111,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.04,0.08,0.11,0.77,113,all_mortgage_11_3_Hisp_TCC_200000,Hisp,TCC,all_mortgage 200000
0.06,0.11,0.14,0.7,0,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0,0.02,0.03,0.94,1,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.07,0.13,0.14,0.66,7,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.02,0.04,0.07,0.86,13,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.05,0.1,0.13,0.73,17,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.13,0.18,0.16,0.52,19,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.04,0.08,0.11,0.77,23,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.18,0.2,0.16,0.46,25,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.12,0.17,0.16,0.56,29,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.16,0.2,0.16,0.48,31,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.01,0.03,0.05,0.9,37,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.09,0.14,0.15,0.62,39,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0,0.02,0.02,0.97,41,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.11,0.16,0.16,0.58,47,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.02,0.03,0.06,0.9,55,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.02,0.04,0.07,0.87,59,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.03,0.07,0.11,0.79,61,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.07,0.12,0.14,0.67,65,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
0.05,0.1,0.13,0.72,67,all_mortgage_11_3_Hisp_TCC_100000,Hisp,TCC,all_mortgage 100000
